Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Parmesan Garlic Bread Recipe ;198;https://images.media-allrecipes.com/userphotos/560x315/336276.jpg;Sarah;15 m;12 m;27 m;butter,garlic,rosemary,basil,thyme,garlic,parmesan,bread;Preheat oven to 300 degrees F (150 degrees C).**In a small bowl, mix butter, garlic salt, rosemary, basil, thyme, garlic powder and Parmesan cheese.**Spread each half of the French bread with equal portions of the butter mixture. Sprinkle with additional Parmesan cheese, if desired.**Place bread halves, crusts down, on a medium baking sheet. Bake in the preheated oven 10 to 12 minutes, or until the edges are very lightly browned.**;25529
'Di''s Delicious Deluxe Deviled Eggs Recipe ';393;https://images.media-allrecipes.com/userphotos/560x315/34099.jpg;HIPPS;20 m;15 m;45 m;egg,celery,onion,mayonnaise,salt,hot pepper,paprika;Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel.**Cut eggs in half. Remove yolks and place in a medium bowl. Mash together with celery, onion, mayonnaise, salt and hot pepper sauce.**Stuff the egg white halves with the egg yolk mixture. Sprinkle eggs with paprika. Chill covered in the refrigerator until serving.**;25532
Crab Rangoon III Recipe ;337;https://images.media-allrecipes.com/userphotos/560x315/75734.jpg;lavaun;25 m;20 m;45 m;fry,cream cheese,crab,garlic,paprika,chestnut,1 (14 ounce) package wonton wrappers;In a large, heavy sauce pan heat oil to 375 degrees F (190 degrees C).**In a medium bowl, mix cream cheese, crabmeat, garlic powder, paprika and water chestnuts.**Place approximately 1 teaspoon of the cream cheese mixture in the center of wonton wrappers. Moisten wrapper edges with water, fold over the mixture and pinch to seal.**In small batches, fry the wontons 3 to 5 minutes, or until golden brown.**;25536
Sausage Jalapeno Poppers Recipe ;361;https://images.media-allrecipes.com/userphotos/560x315/2604212.jpg;Cindy;1 h;20 m;1 h 20 m;sausage,cream cheese,chile pepper,bacon;Preheat oven to 375  degrees F (190 degrees C).**Place ground sausage in a large, deep skillet. Cook over medium high heat until evenly brown.**Drain sausage and place in a medium bowl. Mix with the cream cheese.**Cut jalapenos in half lengthwise. Remove the seeds. Stuff each jalapeno half with equal portions of the sausage and cream cheese mixture. Wrap with half slices of bacon. Secure bacon with toothpicks.**Arrange wrapped jalapenos in a large, shallow baking dish. Bake in the preheated oven 20 minutes, or until the bacon is evenly brown.**;25539
Apple Banana Cupcakes Recipe ;351;https://images.media-allrecipes.com/userphotos/560x315/593177.jpg;Barbara;20 m;25 m;45 m;flour,baking soda,salt,cinnamon,nutmeg,shortening,white sugar,egg,vanilla,buttermilk,banana,apple;Preheat oven to 375 degrees F (190 degrees C). Grease and flour 24 muffin cups, or use paper liners. Sift together the flour, baking soda, salt, cinnamon, and nutmeg. Set aside.**In a large bowl, cream together the shortening and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla and buttermilk.  Beat in the flour mixture, mixing just until incorporated. Fold in the mashed bananas and shredded apples. Fill each muffin cup half full.**Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center comes out clean. Allow to cool.**;25552
Double Chocolate Brownie Cake Recipe ;292;https://images.media-allrecipes.com/userphotos/560x315/344995.jpg;ECHOSZERO;10 m;1 h;1 h 10 m;cake,chocolate,egg,sour cream,vegetable oil,water,chocolate;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan. Have all ingredients at room temperature.**In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in eggs, sour cream, oil and water. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Stir in chocolate chips. Pour batter into prepared pan.**Bake in the preheated oven for 50 to 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.**;25572
'Gramma Bertha''s Banana Cake Recipe ';181;https://images.media-allrecipes.com/userphotos/250x250/941100.jpg;LISAPAV;20 m;1 h;1 h 20 m;butter,white sugar,egg,banana,sour cream,baking soda,flour;Preheat oven to 350 degrees F (175 degrees C). Spray a 10 inch Bundt pan with non-stick cooking spray.**In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time. Beat in the sliced bananas, sour cream and baking soda. Beat in the flour. Pour batter into prepared pan.**Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**;25587
Chocolate Candy Bar Cake Recipe ;210;https://images.media-allrecipes.com/userphotos/560x315/2606928.jpg;NOUELLETTE;45 m;25 m;1 h 10 m;cake,milk,egg,vegetable oil,vanilla,cream cheese,white sugar,sugar,topping thawed,pecan,chocolate;'Preheat oven to 325 degrees F (165 degrees C). Grease and flour 3 (8 inch) pans.**In a large bowl, combine cake mix, milk, eggs, oil and instant vanilla pudding mix. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Pour batter into prepared pans.**Bake in the preheated oven for 20 to 25 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.**To make the frosting:  In a large bowl, beat the cream cheese with the white sugar and confectioners'' sugar until smooth. Fold in the whipped topping, pecans and chopped chocolate. Spread between layers and on top and sides of cake.**';25590
No Fail Pound Cake Recipe ;157;https://images.media-allrecipes.com/userphotos/560x315/49180.jpg;patsy;30 m;1 h;1 h 30 m;butter,white sugar,egg,vanilla,lemon,water,sour cream,cake,flour;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan.**In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the vanilla and lemon extract. Beat in water and sour cream. Beat in the cake mix and flour. Pour batter into prepared pan.**Bake in the preheated oven for 60 to 80 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**;25612
White Chocolate Raspberry Cheesecake Recipe ;2k;https://images.media-allrecipes.com/userphotos/560x315/584781.jpg;Cindy Catudal Shank;1 h;1 h;10 h;chocolate,white sugar,butter,raspberry,white sugar,cornstarch,water,chocolate,cream,cream cheese,white sugar,egg,vanilla;In a medium bowl, mix together cookie crumbs, 3 tablespoons sugar, and melted butter. Press mixture into the bottom of a 9 inch springform pan.**In a saucepan, combine raspberries, 2 tablespoons sugar, cornstarch, and water. Bring to boil, and continue boiling 5 minutes, or until sauce is thick. Strain sauce through a mesh strainer to remove seeds.**Preheat oven to 325 degrees F (165 degrees C). In a metal bowl over a pan of simmering water, melt white chocolate chips with half-and-half, stirring occasionally until smooth.**In a large bowl, mix together cream cheese and 1/2 cup sugar until smooth. Beat in eggs one at a time. Blend in vanilla and melted white chocolate. Pour half of batter over crust. Spoon 3 tablespoons raspberry sauce over batter. Pour remaining cheesecake batter into pan, and again spoon 3 tablespoons raspberry sauce over the top. Swirl batter with the tip of a knife to create a marbled effect.**Bake for 55 to 60 minutes, or until filling is set. Cool, cover with plastic wrap, and refrigerate for 8 hours before removing from pan. Serve with remaining raspberry sauce.**;25642
Ham, Potato and Broccoli Casserole Recipe ;230;https://images.media-allrecipes.com/userphotos/560x315/1054453.jpg;SURELEE;5 m;40 m;45 m;fry,broccoli,ham,mushroom,milk,mayonnaise,parmesan;Preheat oven to 375  degrees F (190 degrees C).**Spray a 9x13 inch baking dish with cooking spray. Cover bottom of dish with layer of French fries. Add a layer of broccoli, then sprinkle ham evenly over broccoli. In a small bowl mix together soup, milk and mayonnaise. Pour mixture evenly over ingredients in baking dish and sprinkle with cheese.**Bake uncovered in preheated oven for 40 minutes.**;25644
Curry Pumpkin Soup Recipe ;307;https://images.media-allrecipes.com/userphotos/560x315/3275462.jpg;Mary Ingram;5 m;15 m;20 m;pumpkin,butter,flour,curry,vegetable,pumpkin,cream,soy sauce,white sugar,pepper;Preheat oven to 375  degrees F (190 degrees C). Arrange pumpkin seeds in a single layer on a baking sheet. Toast in preheated oven for about 10 minutes, or until seeds begin to brown.**Melt butter in a large pot over medium heat. Stir in flour and curry powder until smooth. Cook, stirring, until mixture begins to bubble. Gradually whisk in broth, and cook until thickened. Stir in pumpkin and half-and-half. Season with soy sauce, sugar, salt, and pepper.**Bring just to a boil, then remove from heat. Garnish with roasted pumpkin seeds.**;25657
Baked Potato Soup V Recipe ;679;https://images.media-allrecipes.com/userphotos/560x315/507463.jpg;TLNATION;15 m;1 h;1 h 15 m;potato,butter,flour,milk,salt,black pepper,bacon,green onion,cheddar,sour cream;Prick potatoes with a fork and cook in the microwave, 3 or 4 at a time, and scoop out the flesh (while the others are cooking).**In a large saucepan over medium heat, melt butter.  Stir in flour and cook about a minute.  Whisk in milk, a little at a time, stirring constantly until thickened.  Stir in potatoes, salt, pepper, 1/3 cup bacon bits, 2 tablespoons green onions and most of the cheese.  Cook until thoroughly heated.  Stir in sour cream and heat through.  Serve topped with remaining bacon, onions and cheese.**;25665
Cajun Crab Soup Recipe ;180;https://images.media-allrecipes.com/userphotos/560x315/222559.jpg;DOREENB;15 m;30 m;45 m;butter,onion,garlic,flour,clam,chicken broth,corn,salt,pepper,thyme,pepper,cream,crab,green onion;Melt butter in a large saucepan over medium heat. Saute onion and garlic until onion is tender. Whisk in flour, and cook 2 minutes. Stir in clam juice and chicken broth, and bring to a boil. Mix in corn, and season with salt, white pepper, thyme, and cayenne. Reduce heat, and simmer 15 minutes.**Stir in cream, crab meat, and green onions. Heat through, but do not boil once the cream has been added.**;25667
Slow Cooker Kielbasa Stew Recipe ;98;https://images.media-allrecipes.com/userphotos/250x250/132743.jpg;'Michele O''Sullivan';15 m;4 h;4 h 15 m;sausage,sauerkraut,apple,onion,potato,chicken broth,caraway,swiss cheese;Place half the sausage in a slow cooker, and top with the sauerkraut.  Cover with the remaining sausage, apples, and onion.  Top with the potatoes.  Pour chicken broth over all, and sprinkle with caraway seeds.**Cover, and cook on High 4 hours, or until potatoes are tender.  Top each serving with Swiss cheese.**;25676
Beef Stew VI Recipe ;2k;https://images.media-allrecipes.com/userphotos/560x315/729310.jpg;Paula Antoniou;20 m;2 h;2 h 20 m;beef,vegetable oil,beef,water,rosemary,parsley,black pepper,potato,carrot,celery,onion,cornstarch,water;In a large pot or dutch oven, cook beef in oil over medium heat until brown. Dissolve bouillon in water and pour into pot. Stir in rosemary, parsley and pepper. Bring to a boil, then reduce heat, cover and simmer 1 hour.**Stir potatoes, carrots, celery, and onion into the pot. Dissolve cornstarch in 2 teaspoons cold water and stir into stew. Cover and simmer 1 hour more.**;25678
Pasta e Fagioli a la Chez Ivano Recipe ;293;https://images.media-allrecipes.com/userphotos/560x315/528471.jpg;Ivan O. Teeter;1 h;2 h;3 h;ground beef,olive,onion,celery,garlic,black pepper,beef,tomato,tomato,thyme,basil,oregano,parsley,pasta,bean;In a large pot over medium heat, cook beef until no longer pink.  Drain and set aside.**In the same pot, heat the olive oil.  Cook onion, celery, garlic and black pepper until vegetables are tender, 10 minutes.  Stir in beef broth, crushed tomatoes and tomato paste. Season with thyme, basil, oregano and parsley.  Cover, reduce heat and simmer 1 hour.  (At this point, you may put the pot on a back burner to keep warm and continue with the next steps about 1 hour prior to serving, if you wish.)**Stir in the beef and simmer 15 minutes.  Stir in the pasta and cook until al dente, 8 to 10 minutes.  Stir in the beans and heat through, 10 to 15 minutes.**;25688
'Beezie''s Black Bean Soup Recipe ';160;https://images.media-allrecipes.com/userphotos/560x315/4548884.jpg;Beezie;1 h;5 h;6 h;bean,water,carrot,celery,onion,garlic,bell pepper,pepper,lentil,tomato,chili,cumin,oregano,black pepper,red wine,salt,rice;In a large pot over medium-high heat, place the beans in three times their volume of water.  Bring to a boil, and let boil 10 minutes. Cover, remove from heat and let stand 1 hour. Drain, and rinse.**In a slow cooker, combine soaked beans and 1 1/2 quarts fresh water. Cover, and cook for 3 hours on High.**Stir in carrot, celery, onion, garlic, bell peppers, jalapeno pepper, lentils, and tomatoes. Season with chili powder, cumin, oregano, black pepper, red wine vinegar, and salt. Cook on Low for 2 to 3 hours. Stir the rice into the slow cooker in the last 20 minutes of cooking.**Puree about half of the soup with a blender or food processor, then pour back into the pot before serving.**;25691
Cream of Cauliflower Soup II Recipe ;260;https://images.media-allrecipes.com/userphotos/560x315/46032.jpg;Vivien;20 m;40 m;1 h;butter,onion,garlic,potato,carrot,chicken broth,cauliflower,milk,salt,black pepper,nutmeg,sherry,parsley;In a large pot over medium heat, melt butter.  Stir in onion and garlic and cook until onion is translucent, about 5 minutes.  Stir in potatoes and carrots and cook 5 minutes more.  Pour in chicken broth and bring to a boil.  Stir in cauliflower, cover, reduce heat and simmer until vegetables are tender, 10 to 20 minutes.  Remove from heat.**Puree in batches in a blender or food processor, or in the pot using an immersion blender.  Return to low heat and stir in milk, salt, pepper, nutmeg and sherry.  Heat through.  Serve garnished with parsley.**;25694
